end_of_interval	out
2001-11-14 00:00:00	22.0674
2001-11-15 00:00:00	22.4049
2001-11-16 00:00:00	22.4318
2001-11-17 00:00:00	23.0533
2001-11-18 00:00:00	23.5971
2001-11-19 00:00:00	23.0132
2001-11-20 00:00:00	22.7165
2001-11-21 00:00:00	23.2381
2001-11-22 00:00:00	22.7446
2001-11-23 00:00:00	23.3507
2001-11-24 00:00:00	23.1352
2001-11-25 00:00:00	23.1215
2001-11-26 00:00:00	23.38
2001-11-27 00:00:00	22.9547
2001-11-28 00:00:00	23.0408
2001-11-29 00:00:00	22.4439
2001-11-30 00:00:00	22.8213
2001-12-01 00:00:00	22.6038
2001-12-02 00:00:00	22.9215
2001-12-03 00:00:00	21.6826
2001-12-04 00:00:00	21.0868
2001-12-05 00:00:00	21.9299
2001-12-06 00:00:00	21.5355
2001-12-07 00:00:00	22.2685
2001-12-08 00:00:00	21.7586
2001-12-09 00:00:00	20.9438
2001-12-10 00:00:00	21.9004
2001-12-11 00:00:00	23.6593
2001-12-12 00:00:00	21.7797
2001-12-13 00:00:00	21.5855
2001-12-14 00:00:00	20.8772
2001-12-15 00:00:00	22.5692
2001-12-16 00:00:00	23.2872
2001-12-17 00:00:00	22.0425
2001-12-18 00:00:00	22.2495
2001-12-19 00:00:00	23.1056
2001-12-20 00:00:00	22.7789
2001-12-21 00:00:00	22.8475
2001-12-22 00:00:00	25.3
2001-12-23 00:00:00	22.9
2001-12-24 00:00:00	24.7
2001-12-25 00:00:00	23.5536
2001-12-26 00:00:00	23.1231
2001-12-27 00:00:00	23.7406
2001-12-28 00:00:00	20.0383
2001-12-29 00:00:00	21.2752
2001-12-30 00:00:00	21.163
2001-12-31 00:00:00	21.2584
2002-01-01 00:00:00	20.9808
2002-01-02 00:00:00	21.3279
2002-01-03 00:00:00	20.649
2002-01-04 00:00:00	21.3797
2002-01-05 00:00:00	21.4809
2002-01-06 00:00:00	21.7934
2002-01-07 00:00:00	20.2233
2002-01-08 00:00:00	19.256
2002-01-09 00:00:00	23.0657
2002-01-10 00:00:00	19.6973
2002-01-11 00:00:00	20.4701
2002-01-12 00:00:00	21.1984
2002-01-13 00:00:00	21.9
2002-01-14 00:00:00	20.5181
2002-01-15 00:00:00	21.2751
2002-01-16 00:00:00	19.4326
2002-01-17 00:00:00	20.3504
2002-01-18 00:00:00	19.178
2002-01-19 00:00:00	19.5374
2002-01-20 00:00:00	19.0124
2002-01-21 00:00:00	19.9561
2002-01-22 00:00:00	20.6206
2002-01-23 00:00:00	20.0537
2002-01-24 00:00:00	20.8856
2002-01-25 00:00:00	21.0868
2002-01-26 00:00:00	21.1016
2002-01-27 00:00:00	19.4073
2002-01-28 00:00:00	20.6295
2002-01-29 00:00:00	20.0957
2002-01-30 00:00:00	19.8241
2002-01-31 00:00:00	20.6829
2002-02-01 00:00:00	20.7749
2002-02-02 00:00:00	19.3071
2002-02-03 00:00:00	19.702
2002-02-04 00:00:00	19.6432
2002-02-05 00:00:00	21.1126
2002-02-06 00:00:00	20.4436
2002-02-07 00:00:00	20.9594
2002-02-08 00:00:00	20.584
2002-02-09 00:00:00	21.1234
2002-02-10 00:00:00	19.4506
2002-02-11 00:00:00	19.1009
2002-02-12 00:00:00	19.7661
2002-02-13 00:00:00	19.4905
2002-02-14 00:00:00	19.8264
2002-02-15 00:00:00	21.1355
2002-02-16 00:00:00	19.7531
2002-02-17 00:00:00	21.5532
2002-02-18 00:00:00	19.7417
2002-02-19 00:00:00	20.5499
2002-02-20 00:00:00	21.6088
2002-02-21 00:00:00	20.9425
2002-02-22 00:00:00	19.2085
2002-02-23 00:00:00	19.1812
2002-02-24 00:00:00	19.5211
2002-02-25 00:00:00	19.4915
2002-02-26 00:00:00	22.4022
2002-02-27 00:00:00	21.8229
2002-02-28 00:00:00	20.8674
2002-03-01 00:00:00	18.455
2002-03-02 00:00:00	20.3165
2002-03-03 00:00:00	21.8026
2002-03-04 00:00:00	21.6861
2002-03-05 00:00:00	20.0135
